"Species","Data","Parameter","Year","Cohort","Linf","K","t0","Level"
"HAD","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No","49.7521445626281","0.564159385304457","0.292493781261578","Jackson BT 195 Monk Trawl"
"HAD","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No","56.5205088482422","0.363432859459504","-0.158746085732628","Jackson BT 195 Monk Trawl"
"HAD","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","57.1526012226168","0.284368004274242","-0.604441762452277","Jackson BT 195 Monk Trawl"
"HAD","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","53.2775087664319","0.320809292466417","-0.654570146851155","Jackson BT 195 Monk Trawl"
"HAD","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No","49.7420446817308","0.551983478535696","0.231269534232709","Jackson BT 195 Monk Trawl"
"HAD","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","48.8808400703539","0.444405065450562","-0.0542761587160063","Jackson BT 195 Monk Trawl"
"HAD","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No","54.013624487627","0.377785042881667","-0.175895316438918","Jackson BT 195 Monk Trawl"
"HAD","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No","55.4324172949795","0.337273694259435","-0.254603551276528","Jackson BT 195 Monk Trawl"
"HAD","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No","61.6559197681893","0.261180463578367","-0.484037609947876","Jackson BT 195 Monk Trawl"
"HAD","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No","62.8811372526008","0.188913786750484","-1.10822611940272","Jackson BT 195 Monk Trawl"
"MEG","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No","67.2982775569955","0.0685079028354364","-3.74234326719798","Jackson BT 195 Monk Trawl"
"MEG","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No","58.1035772120473","0.0875307771784997","-3.38009005686471","Jackson BT 195 Monk Trawl"
"MEG","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","56.8045190234","0.0908928327319148","-3.60401222928077","Jackson BT 195 Monk Trawl"
"MEG","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","52.9545117009364","0.112118031851912","-2.40591198823538","Jackson BT 195 Monk Trawl"
"MEG","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No","54.1699801398971","0.100937318748392","-3.14927815462399","Jackson BT 195 Monk Trawl"
"MEG","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","53.259905195815","0.116754454027225","-1.89426053186801","Jackson BT 195 Monk Trawl"
"MEG","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No","49.4471286159951","0.142163627840474","-1.1565404311789","Jackson BT 195 Monk Trawl"
"MEG","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No","53.388353632675","0.114498825204086","-1.91078408864906","Jackson BT 195 Monk Trawl"
"MEG","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No","61.1341964983155","0.0928805852261163","-0.988801728160633","Jackson BT 195 Monk Trawl"
"MEG","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No","55.8203709781296","0.121561130798262","-0.509680487414575","Jackson BT 195 Monk Trawl"
"PLE","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No","37.3623477662348","0.155649495869412","-4.78568210923677","Jackson BT 195 Monk Trawl"
"PLE","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"PLE","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","38.7119133892807","0.116687124105401","-5.4173983255278","Jackson BT 195 Monk Trawl"
"PLE","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"PLE","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No","34.5245249558921","0.254899608240454","-1.77200681249317","Jackson BT 195 Monk Trawl"
"PLE","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","46.9233166894933","0.088524051655983","-5.38503410666177","Jackson BT 195 Monk Trawl"
"PLE","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"PLE","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"PLE","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No","48.981343395781","0.0889602929119362","-4.1251324807309","Jackson BT 195 Monk Trawl"
"PLE","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No","113.332112071807","0.150671023132389","-0.191714074493778","Jackson BT 195 Monk Trawl"
"POK","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No","205.511039622688","0.0470778830280687","-2.02262746199276","Jackson BT 195 Monk Trawl"
"POK","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","105.315600031078","0.121645409772776","-1.20488069400106","Jackson BT 195 Monk Trawl"
"POK","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","-46.9075999905882","-0.0639484016463969","-6.81558977947078","Jackson BT 195 Monk Trawl"
"POK","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POK","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","74.8385871066996","0.246884060346452","-0.61399671784141","Jackson BT 195 Monk Trawl"
"POL","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","96.4414791199591","0.151579815705123","-1.05403807959553","Jackson BT 195 Monk Trawl"
"POL","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No","69.5066653097152","0.37066913524061","0.660008690515843","Jackson BT 195 Monk Trawl"
"POL","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","74.1737995563212","0.361174013629746","1.18582854485877","Jackson BT 195 Monk Trawl"
"POL","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"POL","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No","36.8223279886565","0.635681245292272","0.685280664317136","Jackson BT 195 Monk Trawl"
"SOL","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"SOL","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No",NA,NA,NA,"Jackson BT 195 Monk Trawl"
"WHG","2016 Jackson BT 195 Monk Trawl data","Gear","2016","No","46.3347038179132","0.525547668368345","-0.0462751283086124","Jackson BT 195 Monk Trawl"
"WHG","2017 Jackson BT 195 Monk Trawl data","Gear","2017","No","48.8062403478491","0.381102502361504","-0.426731599501833","Jackson BT 195 Monk Trawl"
"WHG","2018 Jackson BT 195 Monk Trawl data","Gear","2018","No","72.0084592777438","0.145275907547096","-1.30542827055838","Jackson BT 195 Monk Trawl"
"WHG","2019 Jackson BT 195 Monk Trawl data","Gear","2019","No","48.2796753716283","0.235379791033479","-1.97571423912401","Jackson BT 195 Monk Trawl"
"WHG","2020 Jackson BT 195 Monk Trawl data","Gear","2020","No","53.0121697410607","0.237895269454425","-1.54991825586829","Jackson BT 195 Monk Trawl"
"WHG","2021 Jackson BT 195 Monk Trawl data","Gear","2021","No","50.9094056033965","0.291936450582763","-0.721097586572889","Jackson BT 195 Monk Trawl"
"WHG","2022 Jackson BT 195 Monk Trawl data","Gear","2022","No","50.6544260427925","0.318947767405632","-0.688729612972451","Jackson BT 195 Monk Trawl"
"WHG","2023 Jackson BT 195 Monk Trawl data","Gear","2023","No","52.0827588381751","0.226689125396547","-1.47600578805566","Jackson BT 195 Monk Trawl"
"WHG","2024 Jackson BT 195 Monk Trawl data","Gear","2024","No","49.3416831480493","0.234052020429351","-1.28245949157924","Jackson BT 195 Monk Trawl"
"WHG","2025 Jackson BT 195 Monk Trawl data","Gear","2025","No","45.5820167085098","0.265672963235263","-1.65572637128265","Jackson BT 195 Monk Trawl"
"COD","2016 VIa data","Division","2016","No",NA,NA,NA,"VIa"
"COD","2017 VIa data","Division","2017","No","221.038000305586","0.0812143653009821","-0.763009481738802","VIa"
"COD","2018 VIa data","Division","2018","No",NA,NA,NA,"VIa"
"COD","2019 VIa data","Division","2019","No","133.586098615709","0.148993692025175","-0.730106242561583","VIa"
"COD","2020 VIa data","Division","2020","No",NA,NA,NA,"VIa"
"COD","2021 VIa data","Division","2021","No","188.424303930474","0.103956921081085","-0.609475243707358","VIa"
"COD","2022 VIa data","Division","2022","No","265.379699248123","0.0638872674512504","-0.822390504090585","VIa"
"COD","2023 VIa data","Division","2023","No","125.211091105358","0.198273155229054","-0.124332431512156","VIa"
"COD","2024 VIa data","Division","2024","No",NA,NA,NA,"VIa"
"COD","2025 VIa data","Division","2025","No",NA,NA,NA,"VIa"
"COD","2017 VIIb data","Division","2017","No",NA,NA,NA,"VIIb"
"COD","2022 VIIb data","Division","2022","No",NA,NA,NA,"VIIb"
"COD","2023 VIIb data","Division","2023","No",NA,NA,NA,"VIIb"
"COD","2021 VIIc data","Division","2021","No",NA,NA,NA,"VIIc"
"COD","2023 VIIc data","Division","2023","No",NA,NA,NA,"VIIc"
"COD","2024 VIIc data","Division","2024","No",NA,NA,NA,"VIIc"
"COD","2016 VIIg data","Division","2016","No",NA,NA,NA,"VIIg"
"COD","2018 VIIg data","Division","2018","No","502.04748754766","0.0293454541051053","-2.04728181363377","VIIg"
"COD","2019 VIIg data","Division","2019","No",NA,NA,NA,"VIIg"
"COD","2020 VIIg data","Division","2020","No",NA,NA,NA,"VIIg"
"COD","2021 VIIg data","Division","2021","No",NA,NA,NA,"VIIg"
"COD","2022 VIIg data","Division","2022","No","98.7133706609664","0.478221574114999","0.352954466060985","VIIg"
"COD","2023 VIIg data","Division","2023","No",NA,NA,NA,"VIIg"
"COD","2025 VIIg data","Division","2025","No",NA,NA,NA,"VIIg"
"COD","2016 VIIh data","Division","2016","No",NA,NA,NA,"VIIh"
"COD","2019 VIIh data","Division","2019","No",NA,NA,NA,"VIIh"
"COD","2022 VIIh data","Division","2022","No",NA,NA,NA,"VIIh"
"COD","2023 VIIh data","Division","2023","No",NA,NA,NA,"VIIh"
"COD","2016 VIIj data","Division","2016","No",NA,NA,NA,"VIIj"
"COD","2017 VIIj data","Division","2017","No",NA,NA,NA,"VIIj"
"COD","2019 VIIj data","Division","2019","No",NA,NA,NA,"VIIj"
"COD","2020 VIIj data","Division","2020","No",NA,NA,NA,"VIIj"
"COD","2021 VIIj data","Division","2021","No",NA,NA,NA,"VIIj"
"COD","2022 VIIj data","Division","2022","No",NA,NA,NA,"VIIj"
"COD","2023 VIIj data","Division","2023","No",NA,NA,NA,"VIIj"
"HAD","2016 VIa data","Division","2016","No","47.9686046237693","0.44278570744303","-0.022710350955813","VIa"
"HAD","2017 VIa data","Division","2017","No","52.1568905137986","0.267160821625553","-0.646507613282017","VIa"
"HAD","2018 VIa data","Division","2018","No","48.1646739256763","0.333085043014799","-0.385354564905238","VIa"
"HAD","2019 VIa data","Division","2019","No","65.4381097089967","0.120788252939059","-2.21401572378824","VIa"
"HAD","2020 VIa data","Division","2020","No",NA,NA,NA,"VIa"
"HAD","2021 VIa data","Division","2021","No","45.5327107717159","0.347841967763401","-0.52880194853897","VIa"
"HAD","2022 VIa data","Division","2022","No","44.5659665794422","0.364722424933877","-0.60378587279457","VIa"
"HAD","2023 VIa data","Division","2023","No","50.7135901662217","0.226332690848797","-1.1293937957154","VIa"
"HAD","2024 VIa data","Division","2024","No","62.1943072121426","0.148114916192377","-1.45608495507734","VIa"
"HAD","2025 VIa data","Division","2025","No","56.6812910943516","0.169055748369572","-1.49505659739222","VIa"
"HAD","2016 VIIb data","Division","2016","No","48.1407488397311","0.396013027413656","-0.286157754939008","VIIb"
"HAD","2017 VIIb data","Division","2017","No","51.4479181790132","0.320520820876714","-0.345334170987759","VIIb"
"HAD","2018 VIIb data","Division","2018","No","62.0467926111669","0.175380981437206","-1.41582761771169","VIIb"
"HAD","2019 VIIb data","Division","2019","No","52.3402346805821","0.267511002467622","-1.12437081109399","VIIb"
"HAD","2020 VIIb data","Division","2020","No","46.1852048183452","0.569680548807693","0.253054538560638","VIIb"
"HAD","2021 VIIb data","Division","2021","No","48.7870731408106","0.323237114170767","-0.408584271413103","VIIb"
"HAD","2022 VIIb data","Division","2022","No","77.1263915706381","0.150993541696978","-0.77686020754352","VIIb"
"HAD","2023 VIIb data","Division","2023","No","67.4323980699028","0.178605473094686","-0.924118921111153","VIIb"
"HAD","2024 VIIb data","Division","2024","No","47.2472905241967","0.752298237111893","1.5128712442375","VIIb"
"HAD","2025 VIIb data","Division","2025","No","63.0753472332708","0.177373413742288","-1.12047686118942","VIIb"
"HAD","2017 VIIc data","Division","2017","No",NA,NA,NA,"VIIc"
"HAD","2018 VIIc data","Division","2018","No",NA,NA,NA,"VIIc"
"HAD","2019 VIIc data","Division","2019","No",NA,NA,NA,"VIIc"
"HAD","2020 VIIc data","Division","2020","No","62.9314393224443","0.607230840215993","0.812078941825503","VIIc"
"HAD","2021 VIIc data","Division","2021","No","90.5928789084361","0.196428939231662","-0.381898889107418","VIIc"
"HAD","2022 VIIc data","Division","2022","No","99.0357273252669","0.169249890984427","-0.681539914946771","VIIc"
"HAD","2023 VIIc data","Division","2023","No",NA,NA,NA,"VIIc"
"HAD","2024 VIIc data","Division","2024","No","66.8562298016318","0.363736951973156","0.387686211837708","VIIc"
"HAD","2025 VIIc data","Division","2025","No","70.5077319959063","0.260693943378508","-0.78080138401947","VIIc"
"HAD","2016 VIIg data","Division","2016","No","71.1088232729633","0.323448676076029","0.00882306114313953","VIIg"
"HAD","2017 VIIg data","Division","2017","No",NA,NA,NA,"VIIg"
"HAD","2018 VIIg data","Division","2018","No","81.6405576647051","0.230248840727748","-0.263267153390844","VIIg"
"HAD","2019 VIIg data","Division","2019","No","99.0375829271028","0.162994968379458","-0.384609087763404","VIIg"
"HAD","2020 VIIg data","Division","2020","No","74.0615082612313","0.287822441505931","0.011728337070179","VIIg"
"HAD","2021 VIIg data","Division","2021","No","96.7594351105771","0.196339850243244","0.206229868110726","VIIg"
"HAD","2022 VIIg data","Division","2022","No","74.2648681192988","0.243767466108478","-0.270295284548627","VIIg"
"HAD","2023 VIIg data","Division","2023","No","-29.2242421495408","-0.12044492085785","-4.00287748741295","VIIg"
"HAD","2024 VIIg data","Division","2024","No","103.554840543284","0.141258829741026","-0.270259360183478","VIIg"
"HAD","2025 VIIg data","Division","2025","No","62.9117630621124","0.319996453763554","-0.190740143942136","VIIg"
"HAD","2016 VIIh data","Division","2016","No","82.2736246290032","0.290917985179057","-0.00548222897478997","VIIh"
"HAD","2017 VIIh data","Division","2017","No","84.3728339274362","0.221496094849777","-0.290701863845774","VIIh"
"HAD","2018 VIIh data","Division","2018","No","161.607784301371","0.0828486232113733","-0.77021730594469","VIIh"
"HAD","2019 VIIh data","Division","2019","No","75.7941477003626","0.365102665352354","0.132274182722769","VIIh"
"HAD","2020 VIIh data","Division","2020","No","80.236977040892","0.289093813896635","-0.0336643444531305","VIIh"
"HAD","2021 VIIh data","Division","2021","No","87.537128903428","0.219771358925207","-0.246206495388386","VIIh"
"HAD","2022 VIIh data","Division","2022","No","74.6652413352412","0.350620371035002","-0.0505111334168537","VIIh"
"HAD","2023 VIIh data","Division","2023","No","73.5474613433441","0.381491619940114","0.0986503818952156","VIIh"
"HAD","2024 VIIh data","Division","2024","No","89.6994176920916","0.208190794315794","-0.454160933789269","VIIh"
"HAD","2025 VIIh data","Division","2025","No","66.2167193429598","0.458632735152839","0.213660575475074","VIIh"
"HAD","2016 VIIj data","Division","2016","No","68.3776041625508","0.342943392930205","0.127283642423423","VIIj"
"HAD","2017 VIIj data","Division","2017","No","72.5488529229409","0.281380331296224","-0.15844559327309","VIIj"
"HAD","2018 VIIj data","Division","2018","No","75.0216753118033","0.244056466388278","-0.29730376471191","VIIj"
"HAD","2019 VIIj data","Division","2019","No","75.2692762984354","0.255540544221959","-0.262140747511336","VIIj"
"HAD","2020 VIIj data","Division","2020","No","67.9093798196606","0.343879229974586","0.19458712132052","VIIj"
"HAD","2021 VIIj data","Division","2021","No","90.3003924521879","0.155362111583153","-0.537230032511608","VIIj"
"HAD","2022 VIIj data","Division","2022","No","89.4702632987397","0.150180526512612","-0.614957517131484","VIIj"
"HAD","2023 VIIj data","Division","2023","No","88.2836110738625","0.162906899824186","-0.633663771487106","VIIj"
"HAD","2024 VIIj data","Division","2024","No","63.8376706585717","0.322941118309767","-0.215983750296879","VIIj"
"HAD","2025 VIIj data","Division","2025","No","66.6669785569915","0.227156630164139","-0.653885324451921","VIIj"
"MEG","2016 VIa data","Division","2016","No","76.2679956101043","0.0462233946089465","-6.45266925299483","VIa"
"MEG","2017 VIa data","Division","2017","No","79.2233450989982","0.0365837515728222","-8.98061798984779","VIa"
"MEG","2018 VIa data","Division","2018","No","55.39862351824","0.101099361843283","-3.21406204437084","VIa"
"MEG","2019 VIa data","Division","2019","No","54.4000873502893","0.104339305119322","-2.66752642060704","VIa"
"MEG","2020 VIa data","Division","2020","No","70.131908230204","0.0453966783064767","-7.73790517155531","VIa"
"MEG","2021 VIa data","Division","2021","No","71.2592581786461","0.0443449023406588","-8.32857949368029","VIa"
"MEG","2022 VIa data","Division","2022","No","54.6404690834899","0.0952890620489377","-3.81969859680674","VIa"
"MEG","2023 VIa data","Division","2023","No","52.3507316400879","0.122537423617387","-2.2690169549451","VIa"
"MEG","2024 VIa data","Division","2024","No","52.335503432811","0.147352868734015","0.301212160266122","VIa"
"MEG","2025 VIa data","Division","2025","No","52.2863215455793","0.142088738995949","-0.185030360594239","VIa"
"MEG","2016 VIIb data","Division","2016","No","69.6030317926125","0.0663476696583904","-3.64048829348787","VIIb"
"MEG","2017 VIIb data","Division","2017","No","56.2680010772359","0.10209171323581","-1.83018853281361","VIIb"
"MEG","2018 VIIb data","Division","2018","No","89.7470624740344","0.0435535859617018","-3.67203535310261","VIIb"
"MEG","2019 VIIb data","Division","2019","No","48.6372733462248","0.156392312930917","-0.733596793511276","VIIb"
"MEG","2020 VIIb data","Division","2020","No","57.4331707384876","0.104986982541905","-1.69078070562662","VIIb"
"MEG","2021 VIIb data","Division","2021","No","50.1635334675006","0.134436803511309","-1.22397597179978","VIIb"
"MEG","2022 VIIb data","Division","2022","No","42.7491676543545","0.222784771636403","-0.277047261043049","VIIb"
"MEG","2023 VIIb data","Division","2023","No","47.8077055803774","0.160557446108594","-1.04734062825393","VIIb"
"MEG","2024 VIIb data","Division","2024","No","60.8398982000142","0.0908731798799797","-1.53793343047784","VIIb"
"MEG","2025 VIIb data","Division","2025","No","54.2471116543822","0.1354694391152","-0.284785390209092","VIIb"
"MEG","2016 VIIc data","Division","2016","No","79.1729034416415","0.0583438502907696","-2.41176327014279","VIIc"
"MEG","2017 VIIc data","Division","2017","No","87.8738108482145","0.0412839158159604","-3.78074646460099","VIIc"
"MEG","2018 VIIc data","Division","2018","No","55.824362991561","0.0997615162937798","-2.07077784689297","VIIc"
"MEG","2019 VIIc data","Division","2019","No","68.5900431572009","0.0525622799205752","-4.43316048661669","VIIc"
"MEG","2020 VIIc data","Division","2020","No","52.6814009419512","0.127953819355455","-1.08554558532068","VIIc"
"MEG","2021 VIIc data","Division","2021","No","64.8855300321915","0.0654590110698778","-3.15221544934561","VIIc"
"MEG","2022 VIIc data","Division","2022","No","63.5654264421164","0.0713229546764066","-2.70261013892256","VIIc"
"MEG","2023 VIIc data","Division","2023","No","55.2932594508124","0.0971053015251126","-2.61378914844954","VIIc"
"MEG","2024 VIIc data","Division","2024","No","58.7613756997166","0.108069613878107","-0.200450982753531","VIIc"
"MEG","2025 VIIc data","Division","2025","No","59.604389102662","0.10552811328721","-0.388997244695352","VIIc"
"MEG","2016 VIIg data","Division","2016","No",NA,NA,NA,"VIIg"
"MEG","2017 VIIg data","Division","2017","No","98.1279794333223","0.0245716563083533","-11.1309171798648","VIIg"
"MEG","2018 VIIg data","Division","2018","No","42.9253037854673","0.329910430256188","-0.223787856196578","VIIg"
"MEG","2019 VIIg data","Division","2019","No","44.6062317264513","0.24406864932278","-1.12828762997971","VIIg"
"MEG","2020 VIIg data","Division","2020","No","41.0951961801807","0.444902789314228","0.677013814891455","VIIg"
"MEG","2021 VIIg data","Division","2021","No","61.8551092099423","0.0894712113038812","-2.50713680345392","VIIg"
"MEG","2022 VIIg data","Division","2022","No","47.1267767911032","0.174273543743535","-1.77874660131194","VIIg"
"MEG","2023 VIIg data","Division","2023","No","51.930614223627","0.106925340042544","-3.4314216531973","VIIg"
"MEG","2024 VIIg data","Division","2024","No","54.2382225488506","0.111420720544434","-1.78637379144501","VIIg"
"MEG","2025 VIIg data","Division","2025","No","59.0681069201294","0.102739953775562","-1.78162371592426","VIIg"
"MEG","2016 VIIh data","Division","2016","No","82.6057968835812","0.0511016880658999","-3.5064822317112","VIIh"
"MEG","2017 VIIh data","Division","2017","No","67.3758702423642","0.0567267856086477","-6.2889218816266","VIIh"
"MEG","2018 VIIh data","Division","2018","No","66.0268973906588","0.0579001935270915","-6.01391736109443","VIIh"
"MEG","2019 VIIh data","Division","2019","No","55.9223185497155","0.110952364030439","-2.84294099187787","VIIh"
"MEG","2020 VIIh data","Division","2020","No","58.7341852056597","0.0804732767429104","-4.50015568980272","VIIh"
"MEG","2021 VIIh data","Division","2021","No","737.484534099517","0.00259274081140185","-10.5004117788592","VIIh"
"MEG","2022 VIIh data","Division","2022","No",NA,NA,NA,"VIIh"
"MEG","2023 VIIh data","Division","2023","No","53.9465596398258","0.108965937447215","-2.67451427204284","VIIh"
"MEG","2024 VIIh data","Division","2024","No","73.4791394303272","0.0547378877071334","-3.57436022233967","VIIh"
"MEG","2025 VIIh data","Division","2025","No",NA,NA,NA,"VIIh"
"MEG","2016 VIIj data","Division","2016","No","64.9932146056389","0.0788242847758292","-2.91943906643261","VIIj"
"MEG","2017 VIIj data","Division","2017","No","54.5174295267102","0.113792613583538","-2.07715675663258","VIIj"
"MEG","2018 VIIj data","Division","2018","No","52.3123857182025","0.11414280453612","-3.07465101900813","VIIj"
"MEG","2019 VIIj data","Division","2019","No","52.8512505879813","0.136210420707207","-1.26542289771706","VIIj"
"MEG","2020 VIIj data","Division","2020","No","50.372529935375","0.127188277706302","-2.40989927449016","VIIj"
"MEG","2021 VIIj data","Division","2021","No","55.6160246341525","0.115403853014834","-1.4004773523268","VIIj"
"MEG","2022 VIIj data","Division","2022","No","57.5310538835204","0.0976567524644448","-1.74337965213819","VIIj"
"MEG","2023 VIIj data","Division","2023","No","60.3535742203734","0.0795508793883297","-2.71897439915361","VIIj"
"MEG","2024 VIIj data","Division","2024","No","74.5874443572286","0.0624633325453659","-1.54429634225677","VIIj"
"MEG","2025 VIIj data","Division","2025","No","55.6186286771613","0.122597037845008","-0.489364101548047","VIIj"
"MEG","2016 VIIk data","Division","2016","No","194.28312989614","0.0135426969217835","-6.80042012390921","VIIk"
"MEG","2017 VIIk data","Division","2017","No",NA,NA,NA,"VIIk"
"MEG","2018 VIIk data","Division","2018","No","63.3078043866306","0.0733116718906055","-3.92662457333401","VIIk"
"MEG","2019 VIIk data","Division","2019","No","43.3388390084907","0.266039929760071","0.13647322641526","VIIk"
"MEG","2020 VIIk data","Division","2020","No",NA,NA,NA,"VIIk"
"MEG","2021 VIIk data","Division","2021","No",NA,NA,NA,"VIIk"
"MEG","2022 VIIk data","Division","2022","No",NA,NA,NA,"VIIk"
"MEG","2023 VIIk data","Division","2023","No","51.9205840252397","0.11643785420811","-1.96106314786604","VIIk"
"MEG","2024 VIIk data","Division","2024","No",NA,NA,NA,"VIIk"
"MEG","2025 VIIk data","Division","2025","No",NA,NA,NA,"VIIk"
"PLE","2016 VIa data","Division","2016","No","62.4267448917799","0.0326919350200354","-13.5472238513948","VIa"
"PLE","2017 VIa data","Division","2017","No",NA,NA,NA,"VIa"
"PLE","2018 VIa data","Division","2018","No","38.9705111017296","0.0965329219420446","-6.84020315388994","VIa"
"PLE","2019 VIa data","Division","2019","No",NA,NA,NA,"VIa"
"PLE","2020 VIa data","Division","2020","No","33.5999365775244","0.259130260176006","-1.65168051314674","VIa"
"PLE","2021 VIa data","Division","2021","No",NA,NA,NA,"VIa"
"PLE","2022 VIa data","Division","2022","No","32.8572818639937","0.136929221633404","-7.07266001843132","VIa"
"PLE","2023 VIa data","Division","2023","No",NA,NA,NA,"VIa"
"PLE","2024 VIa data","Division","2024","No",NA,NA,NA,"VIa"
"PLE","2025 VIa data","Division","2025","No","30.4724697678427","0.304848423069633","-1.35535220160082","VIa"
"PLE","2016 VIIb data","Division","2016","No","40.9938875402801","0.199706566661617","-1.78171196209859","VIIb"
"PLE","2017 VIIb data","Division","2017","No",NA,NA,NA,"VIIb"
"PLE","2018 VIIb data","Division","2018","No",NA,NA,NA,"VIIb"
"PLE","2019 VIIb data","Division","2019","No",NA,NA,NA,"VIIb"
"PLE","2020 VIIb data","Division","2020","No",NA,NA,NA,"VIIb"
"PLE","2021 VIIb data","Division","2021","No","37.2609393538758","0.198771151980846","-2.6481415012324","VIIb"
"PLE","2022 VIIb data","Division","2022","No","28.8428524022678","0.596522699936677","-0.257790949973876","VIIb"
"PLE","2023 VIIb data","Division","2023","No","38.3675562416433","0.14307228198393","-4.65057725640671","VIIb"
"PLE","2024 VIIb data","Division","2024","No","76.3145019992713","0.0377793695806248","-6.94841335011055","VIIb"
"PLE","2025 VIIb data","Division","2025","No",NA,NA,NA,"VIIb"
"PLE","2016 VIIg data","Division","2016","No",NA,NA,NA,"VIIg"
